source_record_id,listing_type,title,city,district,community,address,total_price,unit_price,monthly_rent,area,bedroom_count,living_room_count,layout,orientation,floor_description,floor_level,total_floors,decoration,surrounding_description,listing_date,data_source
SYN-SALE-002338,SALE,上海市徐汇区1室1厅南向简装房,上海市,徐汇区,新江湾城,人民路199号,503.05,95946.9,,52.43,1,1,1室1厅,SOUTH,低楼层/共20层,LOW,20,SIMPLE,公园环绕，环境优美,2025-02-08,SYNTHETIC_CSV_V1
SYN-SALE-002339,SALE,上海市宝山区4室3厅北向精装房,上海市,宝山区,新江湾城,新城路50号,1303.19,75289.99,,173.09,4,3,4室3厅,NORTH,中楼层/共11层,MIDDLE,11,REFINED,靠近医院，生活便利,2026-08-15,SYNTHETIC_CSV_V1
SYN-SALE-002340,SALE,上海市宝山区3室2厅南向简装房,上海市,宝山区,天山怡景苑,文化路67号,854.64,57702.85,,148.11,3,2,3室2厅,SOUTH,低楼层/共23层,LOW,23,SIMPLE,靠近医院，生活便利,2024-11-18,SYNTHETIC_CSV_V1
SYN-SALE-002341,SALE,上海市黄浦区4室3厅朝向未知精装房,上海市,黄浦区,滨江凯旋门,锦绣路71号,1963.42,131279.91,,149.56,4,3,4室3厅,UNKNOWN,中楼层/共44层,MIDDLE,44,REFINED,地铁口步行可达，交通便捷,2024-10-06,SYNTHETIC_CSV_V1
SYN-SALE-002342,SALE,上海市长宁区2室2厅东南向精装房,上海市,长宁区,静安府,环城路127号,1358.71,142035.17,,95.66,2,2,2室2厅,SOUTHEAST,中楼层/共38层,MIDDLE,38,REFINED,公园环绕，环境优美,2025-06-12,SYNTHETIC_CSV_V1
SYN-SALE-002343,SALE,上海市普陀区1室1厅多面采光未知装修房,上海市,普陀区,新江湾城,建设路16号,524.09,96429.25,,54.35,1,1,1室1厅,MULTIPLE,高楼层/共42层,HIGH,42,UNKNOWN,公园环绕，环境优美,2025-04-24,SYNTHETIC_CSV_V1
SYN-SALE-002344,SALE,上海市浦东新区2室2厅南向精装房,上海市,浦东新区,金地未未来,滨河路192号,991.04,178180.39,,55.62,2,2,2室2厅,SOUTH,中楼层/共10层,MIDDLE,10,REFINED,公园环绕，环境优美,2024-02-12,SYNTHETIC_CSV_V1
SYN-SALE-002345,SALE,上海市长宁区3室2厅南向精装房,上海市,长宁区,徐汇苑,花园路172号,699.55,87400.07,,80.04,3,2,3室2厅,SOUTH,,UNKNOWN,34,REFINED,公交线路较多，生活配套完善,2024-03-17,SYNTHETIC_CSV_V1
SYN-SALE-002346,SALE,上海市静安区2室2厅多面采光精装房,上海市,静安区,森兰名佳,花园路92号,898.54,167264.38,,53.72,2,2,2室2厅,MULTIPLE,中楼层/共28层,MIDDLE,28,REFINED,社区环境安静，附近有公园,2025-01-18,SYNTHETIC_CSV_V1
SYN-SALE-002347,SALE,上海市长宁区3室2厅朝向未知精装房,上海市,长宁区,金地佘山天境,文化路51号,1067.47,88874.39,,120.11,3,2,3室2厅,UNKNOWN,中楼层/共38层,MIDDLE,38,REFINED,社区环境安静，附近有公园,2026-02-20,SYNTHETIC_CSV_V1
SYN-SALE-002348,SALE,上海市黄浦区4室3厅南向简装房,上海市,黄浦区,滨江凯旋门,开发区大道159号,1396.24,71993.22,,193.94,4,3,4室3厅,SOUTH,中楼层/共32层,MIDDLE,32,SIMPLE,临近商圈，购物便利,2024-08-03,SYNTHETIC_CSV_V1
SYN-SALE-002349,SALE,上海市静安区4室3厅西南向精装房,上海市,静安区,东方曼哈顿,人民路118号,1460.54,88986.98,,164.13,4,3,4室3厅,SOUTHWEST,低楼层/共34层,LOW,34,REFINED,社区环境安静，附近有公园,2024-04-07,SYNTHETIC_CSV_V1
SYN-SALE-002350,SALE,上海市宝山区3室1厅南向精装房,上海市,宝山区,汤臣一品,友谊路80号,853.68,58291.64,,146.45,3,1,3室1厅,SOUTH,高楼层/共11层,HIGH,11,REFINED,地铁口步行可达，交通便捷,2024-02-15,SYNTHETIC_CSV_V1
SYN-SALE-002351,SALE,上海市宝山区2室2厅东南向简装房,上海市,宝山区,仁恒滨江园,环城路100号,305.16,60632.08,,50.33,2,2,2室2厅,SOUTHEAST,高楼层/共15层,HIGH,15,SIMPLE,靠近医院，生活便利,2026-07-20,SYNTHETIC_CSV_V1
SYN-SALE-002352,SALE,上海市嘉定区3室2厅朝向未知精装房,上海市,嘉定区,万科五玠坊,中山路79号,533.91,49431.27,,108.01,3,2,3室2厅,UNKNOWN,高楼层/共8层,HIGH,8,REFINED,周边教育资源丰富,2026-01-01,SYNTHETIC_CSV_V1
SYN-SALE-002353,SALE,上海市黄浦区3室2厅南向精装房,上海市,黄浦区,滨江凯旋门,科技大道75号,1402.04,125552.39,,111.67,3,2,3室2厅,SOUTH,中楼层/共45层,MIDDLE,45,REFINED,地铁口步行可达，交通便捷,2024-03-28,SYNTHETIC_CSV_V1
SYN-SALE-002354,SALE,上海市静安区3室2厅北向毛坯房,上海市,静安区,尚海湾豪庭,锦绣路21号,646.59,58104.69,,111.28,3,2,3室2厅,NORTH,高楼层/共39层,HIGH,39,ROUGH,靠近产业园，通勤方便,2024-04-28,SYNTHETIC_CSV_V1
SYN-SALE-002355,SALE,上海市浦东新区2室2厅南向毛坯房,上海市,浦东新区,财富海景花园,滨河路22号,484.46,60271.77,,80.38,2,2,2室2厅,SOUTH,中楼层/共6层,MIDDLE,6,ROUGH,靠近医院，生活便利,2025-12-25,SYNTHETIC_CSV_V1
SYN-SALE-002356,SALE,上海市嘉定区4室3厅东向毛坯房,上海市,嘉定区,世茂滨江花园,科苑路2号,666.28,40621.63,,164.02,4,3,4室3厅,EAST,低楼层/共44层,LOW,44,ROUGH,小区绿化好，安静宜居,2025-08-31,SYNTHETIC_CSV_V1
SYN-SALE-002357,SALE,上海市浦东新区3室2厅东南向精装房,上海市,浦东新区,大华锦绣华城,科技大道69号,1724.1,134307.15,,128.37,3,2,3室2厅,SOUTHEAST,低楼层/共31层,LOW,31,REFINED,近地铁，周边有商场和学校,2025-07-06,SYNTHETIC_CSV_V1
SYN-SALE-002358,SALE,上海市长宁区2室1厅东南向简装房,上海市,长宁区,金地佘山天境,花园路50号,509.74,58136.14,,87.68,2,1,2室1厅,SOUTHEAST,中楼层/共25层,MIDDLE,25,SIMPLE,小区绿化好，安静宜居,2025-02-18,SYNTHETIC_CSV_V1
SYN-SALE-002359,SALE,上海市徐汇区4室3厅南向精装房,上海市,徐汇区,经纬城市绿洲,花园路89号,1540.82,126379.44,,121.92,4,3,4室3厅,SOUTH,中楼层/共36层,MIDDLE,36,REFINED,社区环境安静，附近有公园,2025-03-17,SYNTHETIC_CSV_V1
SYN-SALE-002360,SALE,上海市浦东新区3室2厅南向简装房,上海市,浦东新区,上大阳光乾泽园,文化路22号,1070.83,102727.27,,104.24,3,2,3室2厅,SOUTH,中楼层/共8层,MIDDLE,8,SIMPLE,靠近产业园，通勤方便,2024-08-13,SYNTHETIC_CSV_V1
SYN-SALE-002361,SALE,上海市黄浦区4室3厅东南向简装房,上海市,黄浦区,天山怡景苑,科苑路49号,1688.36,151029.38,,111.79,4,3,4室3厅,SOUTHEAST,高楼层/共45层,HIGH,45,SIMPLE,临近商圈，购物便利,2025-07-14,SYNTHETIC_CSV_V1
SYN-SALE-002362,SALE,上海市长宁区2室1厅西北向简装房,上海市,长宁区,九龙仓滨江壹十八,科技大道84号,616.84,82897.41,,74.41,2,1,2室1厅,NORTHWEST,低楼层/共32层,LOW,32,SIMPLE,临近商圈，购物便利,2026-06-13,SYNTHETIC_CSV_V1
SYN-SALE-002363,SALE,上海市黄浦区2室2厅东向简装房,上海市,黄浦区,九龙仓滨江壹十八,长安街146号,1232.27,164083.79,,75.10,2,2,2室2厅,EAST,中楼层/共38层,MIDDLE,38,SIMPLE,周边教育资源丰富,2025-03-21,SYNTHETIC_CSV_V1
SYN-SALE-002364,SALE,上海市嘉定区3室2厅东南向简装房,上海市,嘉定区,经纬城市绿洲,,964.29,70206.57,,137.35,3,2,3室2厅,SOUTHEAST,中楼层/共18层,MIDDLE,18,SIMPLE,社区环境安静，附近有公园,2024-09-28,SYNTHETIC_CSV_V1
SYN-SALE-002365,SALE,上海市徐汇区3室2厅多面采光简装房,上海市,徐汇区,瑞虹新城,工业大道157号,1535.17,112458.53,,136.51,3,2,3室2厅,MULTIPLE,高楼层/共30层,HIGH,30,SIMPLE,小区绿化好，安静宜居,2024-04-11,SYNTHETIC_CSV_V1
SYN-SALE-002366,SALE,上海市杨浦区3室2厅东向简装房,上海市,杨浦区,财富海景花园,开发区大道181号,585.32,43729.92,,133.85,3,2,3室2厅,EAST,高楼层/共39层,HIGH,39,SIMPLE,公交线路较多，生活配套完善,2026-03-03,SYNTHETIC_CSV_V1
SYN-SALE-002367,SALE,上海市静安区2室1厅西向精装房,上海市,静安区,瑞虹新城,新城路39号,548.03,69600.12,,78.74,2,1,2室1厅,WEST,低楼层/共18层,LOW,18,REFINED,社区环境安静，附近有公园,2025-03-26,SYNTHETIC_CSV_V1
SYN-SALE-002368,SALE,上海市宝山区3室2厅东南向精装房,上海市,宝山区,九龙仓滨江壹十八,开发区大道138号,738.65,74452.92,,99.21,3,2,3室2厅,SOUTHEAST,中楼层/共41层,MIDDLE,41,REFINED,近地铁，周边有商场和学校,2025-12-24,SYNTHETIC_CSV_V1
SYN-SALE-002369,SALE,上海市宝山区2室2厅多面采光毛坯房,上海市,宝山区,金桥瑞仕花园,开发区大道168号,430.09,50587.37,,85.02,2,2,2室2厅,MULTIPLE,低楼层/共26层,LOW,26,ROUGH,靠近医院，生活便利,2025-08-16,SYNTHETIC_CSV_V1
SYN-SALE-002370,SALE,上海市宝山区4室3厅西南向精装房,上海市,宝山区,森兰名佳,锦绣路76号,420.75,37661.42,,111.72,4,3,4室3厅,SOUTHWEST,高楼层/共37层,HIGH,37,REFINED,公园环绕，环境优美,2026-05-16,SYNTHETIC_CSV_V1
SYN-SALE-002371,SALE,上海市黄浦区1室1厅北向精装房,上海市,黄浦区,上大阳光乾泽园,开发区大道21号,714.3,164432.92,,43.44,1,1,1室1厅,NORTH,高楼层/共14层,HIGH,14,REFINED,近地铁，周边有商场和学校,2025-10-31,SYNTHETIC_CSV_V1
SYN-SALE-002372,SALE,上海市宝山区2室2厅南向简装房,上海市,宝山区,瑞虹新城,环城路135号,327.57,49310.15,,66.43,2,2,2室2厅,SOUTH,中楼层/共34层,MIDDLE,34,SIMPLE,周边教育资源丰富,2024-02-01,SYNTHETIC_CSV_V1
SYN-SALE-002373,SALE,上海市浦东新区2室2厅东南向简装房,上海市,浦东新区,九龙仓滨江壹十八,科技大道137号,1296.39,146401.92,,88.55,2,2,2室2厅,SOUTHEAST,高楼层/共32层,HIGH,32,SIMPLE,周边教育资源丰富,2024-11-26,SYNTHETIC_CSV_V1
SYN-SALE-002374,SALE,上海市浦东新区3室2厅南向精装房,上海市,浦东新区,万科翡翠公园,中山路73号,1211.09,113514.47,,106.69,3,2,3室2厅,SOUTH,高楼层/共32层,HIGH,32,REFINED,公交线路较多，生活配套完善,2025-01-21,SYNTHETIC_CSV_V1
SYN-SALE-002375,SALE,上海市浦东新区5室3厅南向简装房,上海市,浦东新区,经纬城市绿洲,和平路86号,3429.3,144082.2,,238.01,5,3,5室3厅,SOUTH,中楼层/共27层,MIDDLE,27,SIMPLE,公园环绕，环境优美,2024-08-23,SYNTHETIC_CSV_V1
SYN-SALE-002376,SALE,上海市长宁区2室2厅南向简装房,上海市,长宁区,上海康城,和平路10号,533.44,68583.66,,77.78,2,2,2室2厅,SOUTH,高楼层/共23层,HIGH,23,SIMPLE,小区绿化好，安静宜居,2024-06-16,SYNTHETIC_CSV_V1
SYN-SALE-002377,SALE,上海市长宁区3室2厅东向精装房,上海市,长宁区,世茂滨江花园,环城路61号,800.13,55824.16,,143.33,3,2,3室2厅,EAST,低楼层/共15层,LOW,15,REFINED,周边教育资源丰富,2024-04-03,SYNTHETIC_CSV_V1
SYN-SALE-002378,SALE,上海市黄浦区3室1厅西向简装房,上海市,黄浦区,财富海景花园,工业大道194号,1359.75,92242.92,,147.41,3,1,3室1厅,WEST,高楼层/共35层,HIGH,35,SIMPLE,小区绿化好，安静宜居,2026-07-09,SYNTHETIC_CSV_V1
SYN-SALE-002379,SALE,上海市徐汇区4室2厅东向简装房,上海市,徐汇区,金地未未来,科技大道61号,2296.57,119887.71,,191.56,4,2,4室2厅,EAST,中楼层/共39层,MIDDLE,39,SIMPLE,周边教育资源丰富,2024-09-19,SYNTHETIC_CSV_V1
SYN-SALE-002380,SALE,上海市嘉定区4室2厅多面采光简装房,上海市,嘉定区,世茂滨江花园,人民路190号,804.35,71402.77,,112.65,4,2,4室2厅,MULTIPLE,低楼层/共36层,LOW,36,SIMPLE,靠近医院，生活便利,2024-07-09,SYNTHETIC_CSV_V1
SYN-SALE-002381,SALE,上海市普陀区2室2厅东向豪装房,上海市,普陀区,徐汇苑,科苑路40号,697.1,111678.41,,62.42,2,2,2室2厅,EAST,中楼层/共16层,MIDDLE,16,LUXURY,社区环境安静，附近有公园,2026-06-20,SYNTHETIC_CSV_V1
SYN-SALE-002382,SALE,上海市徐汇区4室3厅多面采光精装房,上海市,徐汇区,永新城,中山路101号,1352.62,119310.14,,113.37,4,3,4室3厅,MULTIPLE,,UNKNOWN,45,REFINED,临近商圈，购物便利,2026-01-27,SYNTHETIC_CSV_V1
SYN-SALE-002383,SALE,上海市嘉定区2室1厅朝向未知简装房,上海市,嘉定区,徐汇苑,锦绣路183号,276.69,40629.27,,68.10,2,1,2室1厅,UNKNOWN,低楼层/共20层,LOW,20,SIMPLE,社区环境安静，附近有公园,2026-03-25,SYNTHETIC_CSV_V1
SYN-SALE-002384,SALE,上海市浦东新区3室2厅东北向简装房,上海市,浦东新区,天山怡景苑,学府路10号,1572.65,130369.61,,120.63,3,2,3室2厅,NORTHEAST,低楼层/共36层,LOW,36,SIMPLE,公园环绕，环境优美,2025-01-01,SYNTHETIC_CSV_V1
SYN-SALE-002385,SALE,上海市黄浦区3室2厅东向其他装修房,上海市,黄浦区,云栖花园,解放路114号,1416.19,98319.27,,144.04,3,2,3室2厅,EAST,高楼层/共11层,HIGH,11,OTHER,临近商圈，购物便利,2025-10-03,SYNTHETIC_CSV_V1
SYN-SALE-002386,SALE,上海市黄浦区4室3厅多面采光精装房,上海市,黄浦区,盛大金磐,开发区大道29号,1408.61,80528.7,,174.92,4,3,4室3厅,MULTIPLE,,UNKNOWN,28,REFINED,近地铁，周边有商场和学校,2024-08-01,SYNTHETIC_CSV_V1
SYN-SALE-002387,SALE,上海市徐汇区1室1厅东向精装房,上海市,徐汇区,金桥瑞仕花园,中山路142号,521.51,83951.67,,62.12,1,1,1室1厅,EAST,高楼层/共22层,HIGH,22,REFINED,社区环境安静，附近有公园,2025-04-25,SYNTHETIC_CSV_V1
SYN-SALE-002388,SALE,上海市徐汇区2室2厅西北向简装房,上海市,徐汇区,中远两湾城,滨河路112号,1099.74,175396.79,,62.70,2,2,2室2厅,NORTHWEST,中楼层/共31层,MIDDLE,31,SIMPLE,小区绿化好，安静宜居,2025-04-04,SYNTHETIC_CSV_V1
SYN-SALE-002389,SALE,上海市浦东新区2室2厅北向精装房,上海市,浦东新区,绿地海珀黄浦,和平路30号,623.27,77175.96,,80.76,2,2,2室2厅,NORTH,中楼层/共18层,MIDDLE,18,REFINED,靠近产业园，通勤方便,2024-06-06,SYNTHETIC_CSV_V1
SYN-SALE-002390,SALE,上海市黄浦区3室2厅南向简装房,上海市,黄浦区,云栖花园,,825.09,94740.1,,87.09,3,2,3室2厅,SOUTH,中楼层/共16层,MIDDLE,16,SIMPLE,近地铁，周边有商场和学校,2026-08-21,SYNTHETIC_CSV_V1
SYN-SALE-002391,SALE,上海市浦东新区3室2厅南向简装房,上海市,浦东新区,云栖花园,文化路150号,681.33,86926.47,,78.38,3,2,3室2厅,SOUTH,低楼层/共12层,LOW,12,SIMPLE,靠近医院，生活便利,2024-11-25,SYNTHETIC_CSV_V1
SYN-SALE-002392,SALE,上海市杨浦区4室2厅西南向精装房,上海市,杨浦区,滨江凯旋门,文化路95号,1038.41,51416.51,,201.96,4,2,4室2厅,SOUTHWEST,低楼层/共26层,LOW,26,REFINED,公园环绕，环境优美,2024-03-23,SYNTHETIC_CSV_V1
SYN-SALE-002393,SALE,上海市闵行区2室2厅东北向简装房,上海市,闵行区,滨江凯旋门,环城路30号,252.47,39928.19,,63.23,2,2,2室2厅,NORTHEAST,高楼层/共24层,HIGH,24,SIMPLE,靠近医院，生活便利,2025-02-08,SYNTHETIC_CSV_V1
SYN-SALE-002394,SALE,上海市静安区3室2厅南向毛坯房,上海市,静安区,滨江凯旋门,花园路182号,1200.82,110511.63,,108.66,3,2,3室2厅,SOUTH,中楼层/共37层,MIDDLE,37,ROUGH,地铁口步行可达，交通便捷,2024-07-14,SYNTHETIC_CSV_V1
SYN-SALE-002395,SALE,上海市徐汇区1室1厅南向简装房,上海市,徐汇区,金地未未来,友谊路46号,403.55,82205.62,,49.09,1,1,1室1厅,SOUTH,高楼层/共45层,HIGH,45,SIMPLE,周边教育资源丰富,2025-06-29,SYNTHETIC_CSV_V1
SYN-SALE-002396,SALE,上海市浦东新区5室3厅朝向未知简装房,上海市,浦东新区,徐汇苑,工业大道69号,2309.32,96313.82,,239.77,5,3,5室3厅,UNKNOWN,高楼层/共22层,HIGH,22,SIMPLE,地铁口步行可达，交通便捷,2026-07-15,SYNTHETIC_CSV_V1
SYN-SALE-002397,SALE,上海市杨浦区3室2厅北向简装房,上海市,杨浦区,永新城,工业大道39号,727.17,70949.97,,102.49,3,2,3室2厅,NORTH,高楼层/共36层,HIGH,36,SIMPLE,小区绿化好，安静宜居,2025-03-06,SYNTHETIC_CSV_V1
SYN-SALE-002398,SALE,上海市长宁区3室2厅南向精装房,上海市,长宁区,万科翡翠公园,学府路115号,1323.87,101773.34,,130.08,3,2,3室2厅,SOUTH,中楼层/共17层,MIDDLE,17,REFINED,周边教育资源丰富,2025-06-26,SYNTHETIC_CSV_V1
SYN-SALE-002399,SALE,上海市嘉定区2室2厅南向精装房,上海市,嘉定区,瑞虹新城,中山路180号,322.69,41745.02,,77.30,2,2,2室2厅,SOUTH,高楼层/共21层,HIGH,21,REFINED,临近商圈，购物便利,2025-01-30,SYNTHETIC_CSV_V1
SYN-SALE-002400,SALE,上海市闵行区4室3厅多面采光其他装修房,上海市,闵行区,仁恒滨江园,中山路129号,1046.38,53900.94,,194.13,4,3,4室3厅,MULTIPLE,中楼层/共21层,MIDDLE,21,OTHER,靠近医院，生活便利,2025-09-28,SYNTHETIC_CSV_V1
SYN-SALE-002401,SALE,上海市黄浦区4室2厅南向精装房,上海市,黄浦区,财富海景花园,人民路158号,2111.74,148046.57,,142.64,4,2,4室2厅,SOUTH,高楼层/共10层,HIGH,10,REFINED,近地铁，周边有商场和学校,2026-04-25,SYNTHETIC_CSV_V1
SYN-SALE-002402,SALE,上海市浦东新区3室2厅东南向精装房,上海市,浦东新区,九龙仓滨江壹十八,友谊路101号,1399.11,115801.6,,120.82,3,2,3室2厅,SOUTHEAST,低楼层/共17层,LOW,17,REFINED,周边教育资源丰富,2025-12-04,SYNTHETIC_CSV_V1
SYN-SALE-002403,SALE,上海市浦东新区3室1厅西南向其他装修房,上海市,浦东新区,金地未未来,环城路44号,1092.12,132490.89,,82.43,3,1,3室1厅,SOUTHWEST,低楼层/共15层,LOW,15,OTHER,小区绿化好，安静宜居,2024-10-12,SYNTHETIC_CSV_V1
SYN-SALE-002404,SALE,上海市静安区4室2厅西南向精装房,上海市,静安区,翠湖天地,科苑路127号,1212.24,105301.89,,115.12,4,2,4室2厅,SOUTHWEST,中楼层/共17层,MIDDLE,17,REFINED,靠近医院，生活便利,2024-06-05,SYNTHETIC_CSV_V1
SYN-SALE-002405,SALE,上海市杨浦区3室2厅南向精装房,上海市,杨浦区,盛大金磐,人民路53号,886.5,100578.75,,88.14,3,2,3室2厅,SOUTH,高楼层/共16层,HIGH,16,REFINED,近地铁，周边有商场和学校,2025-03-17,SYNTHETIC_CSV_V1
SYN-SALE-002406,SALE,上海市徐汇区3室1厅南向简装房,上海市,徐汇区,世茂滨江花园,锦绣路28号,1488.93,99680.83,,149.37,3,1,3室1厅,SOUTH,高楼层/共31层,HIGH,31,SIMPLE,近地铁，周边有商场和学校,2025-09-18,SYNTHETIC_CSV_V1
SYN-SALE-002407,SALE,上海市嘉定区3室1厅东向精装房,上海市,嘉定区,大宁金茂府,新城路180号,529.51,63452.28,,83.45,3,1,3室1厅,EAST,中楼层/共12层,MIDDLE,12,REFINED,周边教育资源丰富,2024-09-08,SYNTHETIC_CSV_V1
SYN-SALE-002408,SALE,上海市黄浦区3室2厅多面采光豪装房,上海市,黄浦区,仁恒滨江园,文化路107号,1533.9,128327.31,,119.53,3,2,3室2厅,MULTIPLE,中楼层/共38层,MIDDLE,38,LUXURY,公交线路较多，生活配套完善,2026-07-19,SYNTHETIC_CSV_V1
SYN-SALE-002409,SALE,上海市闵行区4室3厅南向精装房,上海市,闵行区,翠湖天地,开发区大道24号,1484.89,96628.55,,153.67,4,3,4室3厅,SOUTH,中楼层/共45层,MIDDLE,45,REFINED,社区环境安静，附近有公园,2025-10-24,SYNTHETIC_CSV_V1
SYN-SALE-002410,SALE,上海市徐汇区1室1厅南向精装房,上海市,徐汇区,永新城,建设路84号,528.18,91603.01,,57.66,1,1,1室1厅,SOUTH,低楼层/共14层,LOW,14,REFINED,周边教育资源丰富,2024-11-17,SYNTHETIC_CSV_V1
SYN-SALE-002411,SALE,上海市宝山区2室2厅东南向精装房,上海市,宝山区,大宁金茂府,文化路159号,380.76,54371.1,,70.03,2,2,2室2厅,SOUTHEAST,中楼层/共39层,MIDDLE,39,REFINED,靠近医院，生活便利,2024-08-26,SYNTHETIC_CSV_V1
SYN-SALE-002412,SALE,上海市长宁区5室3厅南向精装房,上海市,长宁区,世茂滨江花园,中山路107号,1807.63,90703.37,,199.29,5,3,5室3厅,SOUTH,高楼层/共38层,HIGH,38,REFINED,周边教育资源丰富,2026-03-26,SYNTHETIC_CSV_V1
SYN-SALE-002413,SALE,上海市黄浦区1室1厅南向豪装房,上海市,黄浦区,新江湾城,解放路139号,416.33,101767.16,,40.91,1,1,1室1厅,SOUTH,中楼层/共25层,MIDDLE,25,LUXURY,靠近产业园，通勤方便,2025-10-18,SYNTHETIC_CSV_V1
SYN-SALE-002414,SALE,上海市徐汇区3室2厅西向豪装房,上海市,徐汇区,浦江华侨城,花园路67号,1221.35,116219.24,,105.09,3,2,3室2厅,WEST,高楼层/共19层,HIGH,19,LUXURY,近地铁，周边有商场和学校,2025-01-12,SYNTHETIC_CSV_V1
SYN-SALE-002415,SALE,上海市浦东新区2室2厅东北向精装房,上海市,浦东新区,浦江华侨城,,899.75,98279.17,,91.55,2,2,2室2厅,NORTHEAST,中楼层/共35层,MIDDLE,35,REFINED,靠近产业园，通勤方便,2025-02-27,SYNTHETIC_CSV_V1
SYN-SALE-002416,SALE,上海市宝山区2室1厅东南向豪装房,上海市,宝山区,财富海景花园,友谊路111号,701.55,95410.28,,73.53,2,1,2室1厅,SOUTHEAST,低楼层/共44层,LOW,44,LUXURY,社区环境安静，附近有公园,2026-02-10,SYNTHETIC_CSV_V1
SYN-SALE-002417,SALE,上海市静安区2室2厅南向精装房,上海市,静安区,滨江凯旋门,长安街77号,434.35,64072.84,,67.79,2,2,2室2厅,SOUTH,低楼层/共30层,LOW,30,REFINED,地铁口步行可达，交通便捷,2024-09-28,SYNTHETIC_CSV_V1
SYN-SALE-002418,SALE,上海市黄浦区3室2厅多面采光精装房,上海市,黄浦区,陆家嘴壹号院,学府路140号,971.3,85728.58,,113.30,3,2,3室2厅,MULTIPLE,低楼层/共12层,LOW,12,REFINED,周边教育资源丰富,2024-02-21,SYNTHETIC_CSV_V1
SYN-SALE-002419,SALE,上海市长宁区2室2厅东南向精装房,上海市,长宁区,瑞虹新城,长安街92号,542.5,66490.95,,81.59,2,2,2室2厅,SOUTHEAST,中楼层/共21层,MIDDLE,21,REFINED,公交线路较多，生活配套完善,2024-09-22,SYNTHETIC_CSV_V1
SYN-SALE-002420,SALE,上海市长宁区5室3厅东南向精装房,上海市,长宁区,东方曼哈顿,中山路176号,1613.8,103164.15,,156.43,5,3,5室3厅,SOUTHEAST,低楼层/共28层,LOW,28,REFINED,公交线路较多，生活配套完善,2025-10-09,SYNTHETIC_CSV_V1
SYN-SALE-002421,SALE,上海市杨浦区2室2厅东北向精装房,上海市,杨浦区,金桥瑞仕花园,科技大道187号,584.81,84989.34,,68.81,2,2,2室2厅,NORTHEAST,低楼层/共41层,LOW,41,REFINED,近地铁，周边有商场和学校,2024-07-11,SYNTHETIC_CSV_V1
SYN-SALE-002422,SALE,上海市宝山区4室3厅多面采光简装房,上海市,宝山区,大华锦绣华城,中山路37号,1263.39,60391.57,,209.20,4,3,4室3厅,MULTIPLE,高楼层/共8层,HIGH,8,SIMPLE,靠近产业园，通勤方便,2024-03-10,SYNTHETIC_CSV_V1
SYN-SALE-002423,SALE,上海市浦东新区2室2厅东南向简装房,上海市,浦东新区,森兰名佳,学府路117号,945.47,125626.58,,75.26,2,2,2室2厅,SOUTHEAST,中楼层/共30层,MIDDLE,30,SIMPLE,靠近医院，生活便利,2024-12-15,SYNTHETIC_CSV_V1
SYN-SALE-002424,SALE,上海市嘉定区2室2厅南向简装房,上海市,嘉定区,汤臣一品,科苑路168号,313.17,54247.67,,57.73,2,2,2室2厅,SOUTH,中楼层/共37层,MIDDLE,37,SIMPLE,小区绿化好，安静宜居,2025-08-11,SYNTHETIC_CSV_V1
SYN-SALE-002425,SALE,上海市静安区3室2厅南向精装房,上海市,静安区,静安豪景苑,解放路94号,738.37,73425.48,,100.56,3,2,3室2厅,SOUTH,低楼层/共28层,LOW,28,REFINED,公园环绕，环境优美,2025-06-02,SYNTHETIC_CSV_V1
SYN-SALE-002426,SALE,上海市静安区2室2厅西向精装房,上海市,静安区,中远两湾城,中山路89号,836.73,129303.99,,64.71,2,2,2室2厅,WEST,高楼层/共23层,HIGH,23,REFINED,社区环境安静，附近有公园,2025-09-04,SYNTHETIC_CSV_V1
SYN-SALE-002427,SALE,上海市浦东新区4室3厅东南向简装房,上海市,浦东新区,云栖花园,朝阳街199号,1441.26,102485.68,,140.63,4,3,4室3厅,SOUTHEAST,高楼层/共38层,HIGH,38,SIMPLE,靠近产业园，通勤方便,2024-10-09,SYNTHETIC_CSV_V1
SYN-SALE-002428,SALE,上海市黄浦区5室3厅西南向精装房,上海市,黄浦区,东方曼哈顿,友谊路103号,1571.54,80538.16,,195.13,5,3,5室3厅,SOUTHWEST,中楼层/共35层,MIDDLE,35,REFINED,周边教育资源丰富,2026-08-13,SYNTHETIC_CSV_V1
SYN-SALE-002429,SALE,上海市普陀区2室2厅多面采光毛坯房,上海市,普陀区,徐汇苑,友谊路36号,387.78,67393.54,,57.54,2,2,2室2厅,MULTIPLE,高楼层/共37层,HIGH,37,ROUGH,靠近产业园，通勤方便,2024-06-23,SYNTHETIC_CSV_V1
SYN-SALE-002430,SALE,上海市杨浦区3室2厅朝向未知简装房,上海市,杨浦区,天山怡景苑,人民路102号,913.6,65294.33,,139.92,3,2,3室2厅,UNKNOWN,低楼层/共41层,LOW,41,SIMPLE,小区绿化好，安静宜居,2025-10-16,SYNTHETIC_CSV_V1
SYN-SALE-002431,SALE,上海市宝山区3室2厅东南向精装房,上海市,宝山区,上大阳光乾泽园,开发区大道59号,858.11,68621.13,,125.05,3,2,3室2厅,SOUTHEAST,高楼层/共14层,HIGH,14,REFINED,靠近产业园，通勤方便,2025-01-27,SYNTHETIC_CSV_V1
